Discipline_ZhS_Srce,Discipline_ZhT_Srce,Discipline_Level2,Discipline_Level2_Strd,Discipline_Level1,Discipline_Level1_Strd,Discipline_Level0,Discipline_Level0_ZhT,Level1_code,,,,
农学院农艺学,農學院農藝學,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学 系,農學院農藝學 系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学作物组,農學院農藝學作物組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系,農學院農藝學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系一年级,農學院農藝學系一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系三年级,農學院農藝學系三年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系二年级,農學院農藝學系二年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系作物学组,農學院農藝學系作物學組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系作物组,農學院農藝學系作物組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺学系转作物组,農學院農藝學系轉作物組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺专科,農學院農藝專科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系,農學院農藝系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系（作物系）转农学院森林系,農學院農藝系（作物系）轉農學院森林系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系作物学组,農學院農藝系作物學組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系作物组,農學院農藝系作物組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系作物组转农学院农业工程组,農學院農藝系作物組轉農學院農業工程組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系园艺组,農學院農藝系園藝組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系土壤组,農學院農藝系土壤組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系土壤组转作物组,農學院農藝系土壤組轉作物組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系土壤组转农学院园艺系,農學院農藝系土壤組轉農學院園藝系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系土壤组转农学院农艺系农业工程组,農學院農藝系土壤組轉農學院農藝系農業工程組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系转农学院农教系,農學院農藝系轉農學院農教系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系农具组,農學院農藝系農具組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系农工组,農學院農藝系農工組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺系农业工程组,農學院農藝系農業工程組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺组,農學院農藝組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺经济系,農學院農藝經濟系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农学院农艺部,農學院農藝部,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专,農專,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专园艺,農專園藝,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专园艺组,農專園藝組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专学院园艺科,農專學院園藝科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专弄学科,農專弄學科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专林学科,農專林學科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
"农专林学科
研究科林学科","農專林學科
研究科林學科",Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专林学部,農專林學部,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专林业科,農專林業科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专农学科,農專農學科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
"农专农学科
研究科农学科","農專農學科
研究科農學科",Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
"农专农学课
研究科农学科","農專農學課
研究科農學科",Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专农专科,農專農專科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专院园专科,農專院園專科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专高中部预科一年级,農專高中部預科一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农专高中部预科二年级,農專高中部預科二年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农工系,農工系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农林,農林,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农林化学,農林化學,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业,農業,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业化学,農業化學,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业化学学系,農業化學學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业化工系,農業化工系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业化业,農業化業,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业化系,農業化系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业学系,農業學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业专修园艺组,農業專修園藝組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业专修科园艺组,農業專修科園藝組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业专修科普通农业组,農業專修科普通農業組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业教养所,農業教養所,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业社会,農業社會,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业社会学系,農業社會學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业社会科,農業社會科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业社会系,農業社會系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业社会系（廿五年度起改称农业经济学系）,農業社會系（廿五年度起改稱農業經濟學系）,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济,農業經濟,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济学系,農業經濟學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济学系一年级,農業經濟學系一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济学系三年级,農業經濟學系三年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济学系四年级,農業經濟學系四年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济系,農業經濟系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济系一年级,農業經濟系一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农业经济系三年级,農業經濟系三年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农机,農機,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农物,農物,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农生,農生,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农社学系,農社學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科,農科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科，1年级,農科，1年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科，2年级,農科，2年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科专门部,農科專門部,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科本科，1年级,農科本科，1年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科研究所,農科研究所,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科研究所土壤学部,農科研究所土壤學部,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农科研究所土壤研究部,農科研究所土壤研究部,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农组,農組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农经,農經,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农经学系,農經學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农经系,農經系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农经系一年级,農經系一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺,農藝,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺化,農藝化,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺学,農藝學,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺学系,農藝學系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺学系一年级,農藝學系一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺学系四年级,農藝學系四年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺科,農藝科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺系,農藝系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺系一年级,農藝系一年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺系三年级,農藝系三年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农艺系二年级,農藝系二年級,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农转农学科,農轉農學科,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农医组,農醫組,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农院土壤学研所,農院土壤學研所,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
农院森林系,農院森林系,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
造园,造園,Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
"附设
农业教养所","附設
農業教養所",Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
"附设农业教员
养成所","附設農業教員
養成所",Agriculture and Forestry,農林學,Biological Sciences,生物科學,Science,科學,PSC,,,,
